beta,prior_a,prior_b,fairness_weight,comm_weight,first_action,w_other,p_own,p_other,p_alternation
2,1,1,0.1,0.6,other,0,0.14216616876443278,0.8578338312355673,0.14216616876443278
2,1,1,0.1,0.6,other,0.1,0.269450196041644,0.730549803958356,0.269450196041644
2,1,1,0.1,0.6,other,0.2,0.45080620357882145,0.5491937964211785,0.45080620357882145
2,1,1,0.1,0.6,other,0.3,0.6462477569362726,0.3537522430637274,0.6462477569362726
2,1,1,0.1,0.6,other,0.4,0.8025939532206792,0.19740604677932094,0.8025939532206792
2,1,1,0.1,0.6,other,0.5,0.9004815090903769,0.09951849090962286,0.9004815090903769
2,1,1,0.1,0.6,other,0.6,0.9526908244747473,0.047309175525252635,0.9526908244747473
2,1,1,0.1,0.6,other,0.7,0.9781740110279739,0.021825988972025968,0.9781740110279739
2,1,1,0.1,0.6,other,0.8,0.9900736467405544,0.009926353259445568,0.9900736467405544
2,1,1,0.1,0.6,other,0.9,0.9955152878396327,0.004484712160367315,0.9955152878396327
2,1,1,0.1,0.6,other,1,0.9979799000896755,0.0020200999103241867,0.9979799000896755
2,1,1,0.1,0.6,own,0,0.0020200999103241906,0.9979799000896755,0.9979799000896755
2,1,1,0.1,0.6,own,0.1,0.004484712160367323,0.9955152878396327,0.9955152878396327
2,1,1,0.1,0.6,own,0.2,0.009926353259445585,0.9900736467405544,0.9900736467405544
2,1,1,0.1,0.6,own,0.3,0.021825988972026006,0.9781740110279739,0.9781740110279739
2,1,1,0.1,0.6,own,0.4,0.04730917552525272,0.9526908244747473,0.9526908244747473
2,1,1,0.1,0.6,own,0.5,0.09951849090962304,0.9004815090903769,0.9004815090903769
2,1,1,0.1,0.6,own,0.6,0.19740604677932122,0.8025939532206788,0.8025939532206788
2,1,1,0.1,0.6,own,0.7,0.3537522430637279,0.6462477569362721,0.6462477569362721
2,1,1,0.1,0.6,own,0.8,0.5491937964211789,0.45080620357882106,0.45080620357882106
2,1,1,0.1,0.6,own,0.9,0.7305498039583563,0.26945019604164366,0.26945019604164366
2,1,1,0.1,0.6,own,1,0.8578338312355673,0.14216616876443253,0.14216616876443253
