beta,prior_a,prior_b,fairness_weight,comm_weight,first_action,w_other,p_own,p_other,p_alternation
2,1,2,0.1,1,other,0,0.5763359763197107,0.4236640236802892,0.5763359763197107
2,1,2,0.1,1,other,0.1,0.7517094111990663,0.248290588800934,0.7517094111990663
2,1,2,0.1,1,other,0.2,0.8707661653453274,0.12923383465467253,0.8707661653453274
2,1,2,0.1,1,other,0.3,0.9374824100511903,0.06251758994880963,0.9374824100511903
2,1,2,0.1,1,other,0.4,0.9709074787191389,0.029092521280860942,0.9709074787191389
2,1,2,0.1,1,other,0.5,0.9867150573365588,0.013284942663441207,0.9867150573365588
2,1,2,0.1,1,other,0.6,0.9939866993733455,0.006013300626654549,0.9939866993733455
2,1,2,0.1,1,other,0.7,0.9972890730291597,0.0027109269708402352,0.9972890730291597
2,1,2,0.1,1,other,0.8,0.9987800808617726,0.001219919138227435,0.9987800808617726
2,1,2,0.1,1,other,0.9,0.9994514865201448,0.000548513479855269,0.9994514865201448
2,1,2,0.1,1,other,1,0.9997534625395326,0.00024653746046748826,0.9997534625395326
2,1,2,0.1,1,own,0,0.005976341520972309,0.9940236584790275,0.9940236584790275
2,1,2,0.1,1,own,0.1,0.01320388409448623,0.9867961159055139,0.9867961159055139
2,1,2,0.1,1,own,0.2,0.02891783887960159,0.9710821611203985,0.9710821611203985
2,1,2,0.1,1,own,0.3,0.0621550590029465,0.9378449409970534,0.9378449409970534
2,1,2,0.1,1,own,0.4,0.12853746992534337,0.8714625300746566,0.8714625300746566
2,1,2,0.1,1,own,0.5,0.24713477117118893,0.7528652288288111,0.7528652288288111
2,1,2,0.1,1,own,0.6,0.42215029409347143,0.5778497059065286,0.5778497059065286
2,1,2,0.1,1,own,0.7,0.6191749039205864,0.38082509607941367,0.38082509607941367
2,1,2,0.1,1,own,0.8,0.7834774510323571,0.21652254896764292,0.21652254896764292
2,1,2,0.1,1,own,0.9,0.8895396636200256,0.11046033637997443,0.11046033637997443
2,1,2,0.1,1,own,1,0.9471523938707469,0.05284760612925309,0.05284760612925309
