beta,prior_a,prior_b,fairness_weight,comm_weight,first_action,w_other,p_own,p_other,p_alternation
2,1,1,0.1,0.2,other,0,0.06108427380089338,0.9389157261991066,0.06108427380089338
2,1,1,0.1,0.2,other,0.1,0.12647729922027703,0.8735227007797233,0.12647729922027703
2,1,1,0.1,0.2,other,0.2,0.2437053236500434,0.7562946763499564,0.2437053236500434
2,1,1,0.1,0.2,other,0.3,0.41763944485939775,0.5823605551406021,0.41763944485939775
2,1,1,0.1,0.2,other,0.4,0.6147986714296129,0.3852013285703868,0.6147986714296129
2,1,1,0.1,0.2,other,0.5,0.7803194123318676,0.2196805876681324,0.7803194123318676
2,1,1,0.1,0.2,other,0.6,0.8877068519601542,0.11229314803984596,0.8877068519601542
2,1,1,0.1,0.2,other,0.7,0.9462177238699008,0.05378227613009891,0.9462177238699008
2,1,1,0.1,0.2,other,0.8,0.9750965154710496,0.024903484528950377,0.9750965154710496
2,1,1,0.1,0.2,other,0.9,0.9886545558980697,0.011345444101929954,0.9886545558980697
2,1,1,0.1,0.2,other,1,0.9948701138392028,0.005129886160797477,0.9948701138392028
2,1,1,0.1,0.2,own,0,0.005129886160797477,0.9948701138392028,0.9948701138392028
2,1,1,0.1,0.2,own,0.1,0.011345444101929954,0.9886545558980697,0.9886545558980697
2,1,1,0.1,0.2,own,0.2,0.024903484528950377,0.9750965154710496,0.9750965154710496
2,1,1,0.1,0.2,own,0.3,0.05378227613009891,0.9462177238699008,0.9462177238699008
2,1,1,0.1,0.2,own,0.4,0.11229314803984596,0.8877068519601542,0.8877068519601542
2,1,1,0.1,0.2,own,0.5,0.2196805876681324,0.7803194123318676,0.7803194123318676
2,1,1,0.1,0.2,own,0.6,0.3852013285703868,0.6147986714296129,0.6147986714296129
2,1,1,0.1,0.2,own,0.7,0.5823605551406021,0.41763944485939775,0.41763944485939775
2,1,1,0.1,0.2,own,0.8,0.7562946763499564,0.2437053236500434,0.2437053236500434
2,1,1,0.1,0.2,own,0.9,0.8735227007797233,0.12647729922027703,0.12647729922027703
2,1,1,0.1,0.2,own,1,0.9389157261991066,0.06108427380089338,0.06108427380089338
