beta,prior_a,prior_b,fairness_weight,comm_weight,first_action,w_other,p_own,p_other,p_alternation
2,1,1,0.1,1.6,other,0,0.6318658673568402,0.3681341326431602,0.6318658673568402
2,1,1,0.1,1.6,other,0.1,0.7925277251166734,0.20747227488332687,0.7925277251166734
2,1,1,0.1,1.6,other,0.2,0.8947522503899031,0.10524774961009672,0.8947522503899031
2,1,1,0.1,1.6,other,0.3,0.9497996836126332,0.0502003163873672,0.9497996836126332
2,1,1,0.1,1.6,other,0.4,0.9768022690061374,0.023197730993862853,0.9768022690061374
2,1,1,0.1,1.6,other,0.5,0.989441712636465,0.010558287363535424,0.989441712636465
2,1,1,0.1,1.6,other,0.6,0.9952281112322262,0.004771888767774353,0.9952281112322262
2,1,1,0.1,1.6,other,0.7,0.9978502030536648,0.00214979694633559,0.9978502030536648
2,1,1,0.1,1.6,other,0.8,0.9990328890692263,0.0009671109307739194,0.9990328890692263
2,1,1,0.1,1.6,other,0.9,0.9995652174995303,0.0004347825004700001,0.9995652174995303
2,1,1,0.1,1.6,other,1,0.9998045928446501,0.00019540715534981497,0.9998045928446501
2,1,1,0.1,1.6,own,0,0.000195407155349816,0.9998045928446501,0.9998045928446501
2,1,1,0.1,1.6,own,0.1,0.00043478250047000245,0.9995652174995303,0.9995652174995303
2,1,1,0.1,1.6,own,0.2,0.0009671109307739246,0.9990328890692263,0.9990328890692263
2,1,1,0.1,1.6,own,0.3,0.0021497969463356013,0.9978502030536648,0.9978502030536648
2,1,1,0.1,1.6,own,0.4,0.004771888767774375,0.9952281112322253,0.9952281112322253
2,1,1,0.1,1.6,own,0.5,0.010558287363535479,0.989441712636465,0.989441712636465
2,1,1,0.1,1.6,own,0.6,0.023197730993862978,0.9768022690061374,0.9768022690061374
2,1,1,0.1,1.6,own,0.7,0.050200316387367425,0.9497996836126323,0.9497996836126323
2,1,1,0.1,1.6,own,0.8,0.1052477496100972,0.8947522503899024,0.8947522503899024
2,1,1,0.1,1.6,own,0.9,0.2074722748833276,0.7925277251166719,0.7925277251166719
2,1,1,0.1,1.6,own,1,0.3681341326431612,0.6318658673568385,0.6318658673568385
