1,0.0,vary_beta
1,0.1,vary_beta
1,0.2,vary_beta
1,0.3,vary_beta
1,0.4,vary_beta
1,0.5,vary_beta
1,0.6,vary_beta
1,0.7,vary_beta
1,0.8,vary_beta
1,0.9,vary_beta
1,1.0,vary_beta
1,1.1,vary_beta
1,1.2,vary_beta
1,1.3,vary_beta
1,1.4,vary_beta
1,1.5,vary_beta
1,1.6,vary_beta
1,1.7,vary_beta
1,1.8,vary_beta
1,1.9,vary_beta
1,2.0,vary_beta
2,0.0,vary_beta
2,0.1,vary_beta
2,0.2,vary_beta
2,0.3,vary_beta
2,0.4,vary_beta
2,0.5,vary_beta
2,0.6,vary_beta
2,0.7,vary_beta
2,0.8,vary_beta
2,0.9,vary_beta
2,1.0,vary_beta
2,1.1,vary_beta
2,1.2,vary_beta
2,1.3,vary_beta
2,1.4,vary_beta
2,1.5,vary_beta
2,1.6,vary_beta
2,1.7,vary_beta
2,1.8,vary_beta
2,1.9,vary_beta
2,2.0,vary_beta
4,0.0,vary_beta
4,0.1,vary_beta
4,0.2,vary_beta
4,0.3,vary_beta
4,0.4,vary_beta
4,0.5,vary_beta
4,0.6,vary_beta
4,0.7,vary_beta
4,0.8,vary_beta
4,0.9,vary_beta
4,1.0,vary_beta
4,1.1,vary_beta
4,1.2,vary_beta
4,1.3,vary_beta
4,1.4,vary_beta
4,1.5,vary_beta
4,1.6,vary_beta
4,1.7,vary_beta
4,1.8,vary_beta
4,1.9,vary_beta
4,2.0,vary_beta
8,0.0,vary_beta
8,0.1,vary_beta
8,0.2,vary_beta
8,0.3,vary_beta
8,0.4,vary_beta
8,0.5,vary_beta
8,0.6,vary_beta
8,0.7,vary_beta
8,0.8,vary_beta
8,0.9,vary_beta
8,1.0,vary_beta
8,1.1,vary_beta
8,1.2,vary_beta
8,1.3,vary_beta
8,1.4,vary_beta
8,1.5,vary_beta
8,1.6,vary_beta
8,1.7,vary_beta
8,1.8,vary_beta
8,1.9,vary_beta
8,2.0,vary_beta
