2,0.1,0.0,vary_base_weights,1,1
2,0.1,0.0,vary_base_weights,1,2
2,0.1,0.2,vary_base_weights,1,1
2,0.1,0.2,vary_base_weights,1,2
2,0.1,0.4,vary_base_weights,1,1
2,0.1,0.4,vary_base_weights,1,2
2,0.1,0.6,vary_base_weights,1,1
2,0.1,0.6,vary_base_weights,1,2
2,0.1,0.8,vary_base_weights,1,1
2,0.1,0.8,vary_base_weights,1,2
2,0.1,1.0,vary_base_weights,1,1
2,0.1,1.0,vary_base_weights,1,2
2,0.1,1.2,vary_base_weights,1,1
2,0.1,1.2,vary_base_weights,1,2
2,0.1,1.4,vary_base_weights,1,1
2,0.1,1.4,vary_base_weights,1,2
2,0.1,1.6,vary_base_weights,1,1
2,0.1,1.6,vary_base_weights,1,2
2,0.1,1.8,vary_base_weights,1,1
2,0.1,1.8,vary_base_weights,1,2
2,0.1,2.0,vary_base_weights,1,1
2,0.1,2.0,vary_base_weights,1,2
